Date,Open,High,Low,Close,Adj Close,Volume
1995-02-10,7.300000,7.300000,7.300000,7.300000,1.189758,0
1995-02-13,7.300000,7.300000,7.300000,7.300000,1.189758,0
1995-02-14,7.320000,7.320000,7.320000,7.320000,1.193019,0
1995-02-15,7.340000,7.340000,7.340000,7.340000,1.196279,0
1995-02-16,7.340000,7.340000,7.340000,7.340000,1.196279,0
1995-02-17,7.350000,7.350000,7.350000,7.350000,1.197908,0
1995-02-21,7.360000,7.360000,7.360000,7.360000,1.199538,0
1995-02-22,7.370000,7.370000,7.370000,7.370000,1.201167,0
1995-02-23,7.380000,7.380000,7.380000,7.380000,1.202797,0
1995-02-24,7.380000,7.380000,7.380000,7.380000,1.202797,0
1995-02-27,7.400000,7.400000,7.400000,7.400000,1.206057,0
1995-02-28,7.400000,7.400000,7.400000,7.400000,1.214427,0
1995-03-01,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-02,7.400000,7.400000,7.400000,7.400000,1.214427,0
1995-03-03,7.390000,7.390000,7.390000,7.390000,1.212786,0
1995-03-06,7.360000,7.360000,7.360000,7.360000,1.207862,0
1995-03-07,7.350000,7.350000,7.350000,7.350000,1.206220,0
1995-03-08,7.350000,7.350000,7.350000,7.350000,1.206220,0
1995-03-09,7.360000,7.360000,7.360000,7.360000,1.207862,0
1995-03-10,7.370000,7.370000,7.370000,7.370000,1.209502,0
1995-03-13,7.380000,7.380000,7.380000,7.380000,1.211144,0
1995-03-14,7.400000,7.400000,7.400000,7.400000,1.214427,0
1995-03-15,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-16,7.420000,7.420000,7.420000,7.420000,1.217709,0
1995-03-17,7.420000,7.420000,7.420000,7.420000,1.217709,0
1995-03-20,7.420000,7.420000,7.420000,7.420000,1.217709,0
1995-03-21,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-22,7.400000,7.400000,7.400000,7.400000,1.214427,0
1995-03-23,7.400000,7.400000,7.400000,7.400000,1.214427,0
1995-03-24,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-27,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-28,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-29,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-30,7.410000,7.410000,7.410000,7.410000,1.216068,0
1995-03-31,7.410000,7.410000,7.410000,7.410000,1.225495,0
1995-04-03,7.420000,7.420000,7.420000,7.420000,1.227149,0
1995-04-04,7.430000,7.430000,7.430000,7.430000,1.228803,0
1995-04-05,7.430000,7.430000,7.430000,7.430000,1.228803,0
1995-04-06,7.440000,7.440000,7.440000,7.440000,1.230457,0
1995-04-07,7.440000,7.440000,7.440000,7.440000,1.230457,0
1995-04-10,7.440000,7.440000,7.440000,7.440000,1.230457,0
1995-04-11,7.440000,7.440000,7.440000,7.440000,1.230457,0
1995-04-12,7.450000,7.450000,7.450000,7.450000,1.232110,0
1995-04-13,7.470000,7.470000,7.470000,7.470000,1.235418,0
1995-04-17,7.470000,7.470000,7.470000,7.470000,1.235418,0
1995-04-18,7.480000,7.480000,7.480000,7.480000,1.237072,0
1995-04-19,7.480000,7.480000,7.480000,7.480000,1.237072,0
1995-04-20,7.490000,7.490000,7.490000,7.490000,1.238726,0
1995-04-21,7.500000,7.500000,7.500000,7.500000,1.240379,0
1995-04-24,7.500000,7.500000,7.500000,7.500000,1.240379,0
1995-04-25,7.510000,7.510000,7.510000,7.510000,1.242032,0
1995-04-26,7.520000,7.520000,7.520000,7.520000,1.243687,0
1995-04-27,7.520000,7.520000,7.520000,7.520000,1.243687,0
1995-04-28,7.530000,7.530000,7.530000,7.530000,1.254684,0
1995-05-01,7.530000,7.530000,7.530000,7.530000,1.254684,0
1995-05-02,7.540000,7.540000,7.540000,7.540000,1.256352,0
1995-05-03,7.550000,7.550000,7.550000,7.550000,1.258017,0
1995-05-04,7.580000,7.580000,7.580000,7.580000,1.263015,0
1995-05-05,7.600000,7.600000,7.600000,7.600000,1.266348,0
1995-05-08,7.620000,7.620000,7.620000,7.620000,1.269680,0
1995-05-09,7.640000,7.640000,7.640000,7.640000,1.273013,0
1995-05-10,7.650000,7.650000,7.650000,7.650000,1.274679,0
1995-05-11,7.640000,7.640000,7.640000,7.640000,1.273013,0
1995-05-12,7.640000,7.640000,7.640000,7.640000,1.273013,0
1995-05-15,7.650000,7.650000,7.650000,7.650000,1.274679,0
1995-05-16,7.660000,7.660000,7.660000,7.660000,1.276346,0
1995-05-17,7.660000,7.660000,7.660000,7.660000,1.276346,0
1995-05-18,7.650000,7.650000,7.650000,7.650000,1.274679,0
1995-05-19,7.630000,7.630000,7.630000,7.630000,1.271347,0
1995-05-22,7.630000,7.630000,7.630000,7.630000,1.271347,0
1995-05-23,7.640000,7.640000,7.640000,7.640000,1.273013,0
1995-05-24,7.650000,7.650000,7.650000,7.650000,1.274679,0
1995-05-25,7.660000,7.660000,7.660000,7.660000,1.276346,0
1995-05-26,7.660000,7.660000,7.660000,7.660000,1.276346,0
1995-05-30,7.670000,7.670000,7.670000,7.670000,1.278012,0
1995-05-31,7.660000,7.660000,7.660000,7.660000,1.286071,0
1995-06-01,7.670000,7.670000,7.670000,7.670000,1.287750,0
1995-06-02,7.690000,7.690000,7.690000,7.690000,1.291107,0
1995-06-05,7.690000,7.690000,7.690000,7.690000,1.291107,0
1995-06-06,7.690000,7.690000,7.690000,7.690000,1.291107,0
1995-06-07,7.690000,7.690000,7.690000,7.690000,1.291107,0
1995-06-08,7.670000,7.670000,7.670000,7.670000,1.287750,0
1995-06-09,7.650000,7.650000,7.650000,7.650000,1.284392,0
1995-06-12,7.620000,7.620000,7.620000,7.620000,1.279354,0
1995-06-13,7.640000,7.640000,7.640000,7.640000,1.282713,0
1995-06-14,7.650000,7.650000,7.650000,7.650000,1.284392,0
1995-06-15,7.640000,7.640000,7.640000,7.640000,1.282713,0
1995-06-16,7.620000,7.620000,7.620000,7.620000,1.279354,0
1995-06-19,7.620000,7.620000,7.620000,7.620000,1.279354,0
1995-06-20,7.620000,7.620000,7.620000,7.620000,1.279354,0
1995-06-21,7.620000,7.620000,7.620000,7.620000,1.279354,0
1995-06-22,7.630000,7.630000,7.630000,7.630000,1.281034,0
1995-06-23,7.650000,7.650000,7.650000,7.650000,1.284392,0
1995-06-26,7.650000,7.650000,7.650000,7.650000,1.284392,0
1995-06-27,7.650000,7.650000,7.650000,7.650000,1.284392,0
1995-06-28,7.660000,7.660000,7.660000,7.660000,1.286071,0
1995-06-29,7.640000,7.640000,7.640000,7.640000,1.282713,0
1995-06-30,7.640000,7.640000,7.640000,7.640000,1.292184,0
1995-07-03,7.640000,7.640000,7.640000,7.640000,1.292184,0
1995-07-05,7.650000,7.650000,7.650000,7.650000,1.293876,0
1995-07-06,7.660000,7.660000,7.660000,7.660000,1.295567,0
1995-07-07,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-10,7.710000,7.710000,7.710000,7.710000,1.304024,0
1995-07-11,7.710000,7.710000,7.710000,7.710000,1.304024,0
1995-07-12,7.720000,7.720000,7.720000,7.720000,1.305716,0
1995-07-13,7.740000,7.740000,7.740000,7.740000,1.309097,0
1995-07-14,7.730000,7.730000,7.730000,7.730000,1.307406,0
1995-07-17,7.730000,7.730000,7.730000,7.730000,1.307406,0
1995-07-18,7.720000,7.720000,7.720000,7.720000,1.305716,0
1995-07-19,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-20,7.680000,7.680000,7.680000,7.680000,1.298949,0
1995-07-21,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-24,7.730000,7.730000,7.730000,7.730000,1.307406,0
1995-07-25,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-26,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-27,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-28,7.690000,7.690000,7.690000,7.690000,1.300641,0
1995-07-31,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-01,7.690000,7.690000,7.690000,7.690000,1.310354,0
1995-08-02,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-03,7.690000,7.690000,7.690000,7.690000,1.310354,0
1995-08-04,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-07,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-08,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-09,7.700000,7.700000,7.700000,7.700000,1.312057,0
1995-08-10,7.690000,7.690000,7.690000,7.690000,1.310354,0
1995-08-11,7.680000,7.680000,7.680000,7.680000,1.308649,0
1995-08-14,7.670000,7.670000,7.670000,7.670000,1.306945,0
1995-08-15,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-16,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-17,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-18,7.650000,7.650000,7.650000,7.650000,1.303538,0
1995-08-21,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-22,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-23,7.650000,7.650000,7.650000,7.650000,1.303538,0
1995-08-24,7.650000,7.650000,7.650000,7.650000,1.303538,0
1995-08-25,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-28,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-29,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-30,7.660000,7.660000,7.660000,7.660000,1.305242,0
1995-08-31,7.680000,7.680000,7.680000,7.680000,1.318634,0
1995-09-01,7.680000,7.680000,7.680000,7.680000,1.318634,0
1995-09-05,7.690000,7.690000,7.690000,7.690000,1.320351,0
1995-09-06,7.690000,7.690000,7.690000,7.690000,1.320351,0
1995-09-07,7.690000,7.690000,7.690000,7.690000,1.320351,0
1995-09-08,7.700000,7.700000,7.700000,7.700000,1.322068,0
1995-09-11,7.700000,7.700000,7.700000,7.700000,1.322068,0
1995-09-12,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-13,7.720000,7.720000,7.720000,7.720000,1.325503,0
1995-09-14,7.730000,7.730000,7.730000,7.730000,1.327218,0
1995-09-15,7.730000,7.730000,7.730000,7.730000,1.327218,0
1995-09-18,7.730000,7.730000,7.730000,7.730000,1.327218,0
1995-09-19,7.730000,7.730000,7.730000,7.730000,1.327218,0
1995-09-20,7.730000,7.730000,7.730000,7.730000,1.327218,0
1995-09-21,7.720000,7.720000,7.720000,7.720000,1.325503,0
1995-09-22,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-25,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-26,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-27,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-28,7.710000,7.710000,7.710000,7.710000,1.323785,0
1995-09-29,7.720000,7.720000,7.720000,7.720000,1.335201,0
1995-10-02,7.730000,7.730000,7.730000,7.730000,1.336929,0
1995-10-03,7.730000,7.730000,7.730000,7.730000,1.336929,0
1995-10-04,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-05,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-06,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-09,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-10,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-11,7.740000,7.740000,7.740000,7.740000,1.338658,0
1995-10-12,7.750000,7.750000,7.750000,7.750000,1.340388,0
1995-10-13,7.750000,7.750000,7.750000,7.750000,1.340388,0
1995-10-16,7.760000,7.760000,7.760000,7.760000,1.342119,0
1995-10-17,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-18,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-19,7.780000,7.780000,7.780000,7.780000,1.345577,0
1995-10-20,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-23,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-24,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-25,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-26,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-27,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-30,7.770000,7.770000,7.770000,7.770000,1.343847,0
1995-10-31,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-01,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-02,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-03,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-06,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-07,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-08,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-09,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-10,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-13,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-14,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-15,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-16,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-17,7.780000,7.780000,7.780000,7.780000,1.355698,0
1995-11-20,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-21,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-22,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-24,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-27,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-28,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-29,7.770000,7.770000,7.770000,7.770000,1.353955,0
1995-11-30,7.780000,7.780000,7.780000,7.780000,1.365539,0
1995-12-01,7.800000,7.800000,7.800000,7.800000,1.369048,0
1995-12-04,7.810000,7.810000,7.810000,7.810000,1.370804,0
1995-12-05,7.820000,7.820000,7.820000,7.820000,1.372559,0
1995-12-06,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-07,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-08,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-11,7.840000,7.840000,7.840000,7.840000,1.376071,0
1995-12-12,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-13,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-14,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-15,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-18,7.810000,7.810000,7.810000,7.810000,1.370804,0
1995-12-19,7.810000,7.810000,7.810000,7.810000,1.370804,0
1995-12-20,7.810000,7.810000,7.810000,7.810000,1.370804,0
1995-12-21,7.820000,7.820000,7.820000,7.820000,1.372559,0
1995-12-22,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-26,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-27,7.830000,7.830000,7.830000,7.830000,1.374315,0
1995-12-28,7.840000,7.840000,7.840000,7.840000,1.376071,0
1995-12-29,7.850000,7.850000,7.850000,7.850000,1.388094,0
1996-01-02,7.850000,7.850000,7.850000,7.850000,1.388094,0
1996-01-03,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-04,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-05,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-08,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-09,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-10,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-11,7.870000,7.870000,7.870000,7.870000,1.391631,0
1996-01-12,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-15,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-16,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-17,7.890000,7.890000,7.890000,7.890000,1.395167,0
1996-01-18,7.900000,7.900000,7.900000,7.900000,1.396936,0
1996-01-19,7.900000,7.900000,7.900000,7.900000,1.396936,0
1996-01-22,7.890000,7.890000,7.890000,7.890000,1.395167,0
1996-01-23,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-24,7.890000,7.890000,7.890000,7.890000,1.395167,0
1996-01-25,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-26,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-29,7.880000,7.880000,7.880000,7.880000,1.393399,0
1996-01-30,7.890000,7.890000,7.890000,7.890000,1.395167,0
1996-01-31,7.890000,7.890000,7.890000,7.890000,1.405319,0
1996-02-01,7.900000,7.900000,7.900000,7.900000,1.407101,0
1996-02-02,7.890000,7.890000,7.890000,7.890000,1.405319,0
1996-02-05,7.900000,7.900000,7.900000,7.900000,1.407101,0
1996-02-06,7.900000,7.900000,7.900000,7.900000,1.407101,0
1996-02-07,7.910000,7.910000,7.910000,7.910000,1.408881,0
1996-02-08,7.920000,7.920000,7.920000,7.920000,1.410663,0
1996-02-09,7.920000,7.920000,7.920000,7.920000,1.410663,0
1996-02-12,7.940000,7.940000,7.940000,7.940000,1.414225,0
1996-02-13,7.940000,7.940000,7.940000,7.940000,1.414225,0
1996-02-14,7.940000,7.940000,7.940000,7.940000,1.414225,0
1996-02-15,7.930000,7.930000,7.930000,7.930000,1.412444,0
1996-02-16,7.920000,7.920000,7.920000,7.920000,1.410663,0
1996-02-20,7.880000,7.880000,7.880000,7.880000,1.403538,0
1996-02-21,7.860000,7.860000,7.860000,7.860000,1.399976,0
1996-02-22,7.860000,7.860000,7.860000,7.860000,1.399976,0
1996-02-23,7.850000,7.850000,7.850000,7.850000,1.398195,0
1996-02-26,7.830000,7.830000,7.830000,7.830000,1.394633,0
1996-02-27,7.840000,7.840000,7.840000,7.840000,1.396414,0
1996-02-28,7.840000,7.840000,7.840000,7.840000,1.396414,0
1996-02-29,7.840000,7.840000,7.840000,7.840000,1.406099,0
1996-03-01,7.850000,7.850000,7.850000,7.850000,1.407892,0
1996-03-04,7.860000,7.860000,7.860000,7.860000,1.409686,0
1996-03-05,7.860000,7.860000,7.860000,7.860000,1.409686,0
1996-03-06,7.840000,7.840000,7.840000,7.840000,1.406099,0
1996-03-07,7.840000,7.840000,7.840000,7.840000,1.406099,0
1996-03-08,7.760000,7.760000,7.760000,7.760000,1.391751,0
1996-03-11,7.750000,7.750000,7.750000,7.750000,1.389957,0
1996-03-12,7.740000,7.740000,7.740000,7.740000,1.388163,0
1996-03-13,7.740000,7.740000,7.740000,7.740000,1.388163,0
1996-03-14,7.740000,7.740000,7.740000,7.740000,1.388163,0
1996-03-15,7.720000,7.720000,7.720000,7.720000,1.384578,0
1996-03-18,7.720000,7.720000,7.720000,7.720000,1.384578,0
1996-03-19,7.720000,7.720000,7.720000,7.720000,1.384578,0
1996-03-20,7.730000,7.730000,7.730000,7.730000,1.386369,0
1996-03-21,7.730000,7.730000,7.730000,7.730000,1.386369,0
1996-03-22,7.730000,7.730000,7.730000,7.730000,1.386369,0
1996-03-25,7.740000,7.740000,7.740000,7.740000,1.388163,0
1996-03-26,7.740000,7.740000,7.740000,7.740000,1.388163,0
1996-03-27,7.720000,7.720000,7.720000,7.720000,1.384578,0
1996-03-28,7.700000,7.700000,7.700000,7.700000,1.380991,0
1996-03-29,7.710000,7.710000,7.710000,7.710000,1.393278,0
1996-04-01,7.710000,7.710000,7.710000,7.710000,1.393278,0
1996-04-02,7.720000,7.720000,7.720000,7.720000,1.395085,0
1996-04-03,7.710000,7.710000,7.710000,7.710000,1.393278,0
1996-04-04,7.700000,7.700000,7.700000,7.700000,1.391470,0
1996-04-08,7.620000,7.620000,7.620000,7.620000,1.377014,0
1996-04-09,7.620000,7.620000,7.620000,7.620000,1.377014,0
1996-04-10,7.610000,7.610000,7.610000,7.610000,1.375207,0
1996-04-11,7.610000,7.610000,7.610000,7.610000,1.375207,0
1996-04-12,7.620000,7.620000,7.620000,7.620000,1.377014,0
1996-04-15,7.630000,7.630000,7.630000,7.630000,1.378820,0
1996-04-16,7.630000,7.630000,7.630000,7.630000,1.378820,0
1996-04-17,7.640000,7.640000,7.640000,7.640000,1.380628,0
1996-04-18,7.630000,7.630000,7.630000,7.630000,1.378820,0
1996-04-19,7.640000,7.640000,7.640000,7.640000,1.380628,0
1996-04-22,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-23,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-24,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-25,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-26,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-29,7.650000,7.650000,7.650000,7.650000,1.382435,0
1996-04-30,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-01,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-02,7.610000,7.610000,7.610000,7.610000,1.385530,0
1996-05-03,7.600000,7.600000,7.600000,7.600000,1.383710,0
1996-05-06,7.600000,7.600000,7.600000,7.600000,1.383710,0
1996-05-07,7.590000,7.590000,7.590000,7.590000,1.381889,0
1996-05-08,7.600000,7.600000,7.600000,7.600000,1.383710,0
1996-05-09,7.600000,7.600000,7.600000,7.600000,1.383710,0
1996-05-10,7.610000,7.610000,7.610000,7.610000,1.385530,0
1996-05-13,7.610000,7.610000,7.610000,7.610000,1.385530,0
1996-05-14,7.630000,7.630000,7.630000,7.630000,1.389171,0
1996-05-15,7.630000,7.630000,7.630000,7.630000,1.389171,0
1996-05-16,7.620000,7.620000,7.620000,7.620000,1.387351,0
1996-05-17,7.630000,7.630000,7.630000,7.630000,1.389171,0
1996-05-20,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-21,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-22,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-23,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-24,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-28,7.640000,7.640000,7.640000,7.640000,1.390992,0
1996-05-29,7.630000,7.630000,7.630000,7.630000,1.389171,0
1996-05-30,7.620000,7.620000,7.620000,7.620000,1.387351,0
1996-05-31,7.610000,7.610000,7.610000,7.610000,1.396157,0
1996-06-03,7.600000,7.600000,7.600000,7.600000,1.394323,0
1996-06-04,7.600000,7.600000,7.600000,7.600000,1.394323,0
1996-06-05,7.590000,7.590000,7.590000,7.590000,1.392488,0
1996-06-06,7.600000,7.600000,7.600000,7.600000,1.394323,0
1996-06-07,7.550000,7.550000,7.550000,7.550000,1.385149,0
1996-06-10,7.550000,7.550000,7.550000,7.550000,1.385149,0
1996-06-11,7.540000,7.540000,7.540000,7.540000,1.383314,0
1996-06-12,7.530000,7.530000,7.530000,7.530000,1.381480,0
1996-06-13,7.530000,7.530000,7.530000,7.530000,1.381480,0
1996-06-14,7.530000,7.530000,7.530000,7.530000,1.381480,0
1996-06-17,7.530000,7.530000,7.530000,7.530000,1.381480,0
1996-06-18,7.540000,7.540000,7.540000,7.540000,1.383314,0
1996-06-19,7.540000,7.540000,7.540000,7.540000,1.383314,0
1996-06-20,7.540000,7.540000,7.540000,7.540000,1.383314,0
1996-06-21,7.540000,7.540000,7.540000,7.540000,1.383314,0
1996-06-24,7.550000,7.550000,7.550000,7.550000,1.385149,0
1996-06-25,7.550000,7.550000,7.550000,7.550000,1.385149,0
1996-06-26,7.550000,7.550000,7.550000,7.550000,1.385149,0
1996-06-27,7.560000,7.560000,7.560000,7.560000,1.386984,0
1996-06-28,7.570000,7.570000,7.570000,7.570000,1.399183,0
1996-07-01,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-02,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-03,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-05,7.500000,7.500000,7.500000,7.500000,1.386245,0
1996-07-08,7.500000,7.500000,7.500000,7.500000,1.386245,0
1996-07-09,7.510000,7.510000,7.510000,7.510000,1.388093,0
1996-07-10,7.530000,7.530000,7.530000,7.530000,1.391789,0
1996-07-11,7.540000,7.540000,7.540000,7.540000,1.393638,0
1996-07-12,7.550000,7.550000,7.550000,7.550000,1.395486,0
1996-07-15,7.540000,7.540000,7.540000,7.540000,1.393638,0
1996-07-16,7.540000,7.540000,7.540000,7.540000,1.393638,0
1996-07-17,7.550000,7.550000,7.550000,7.550000,1.395486,0
1996-07-18,7.570000,7.570000,7.570000,7.570000,1.399183,0
1996-07-19,7.570000,7.570000,7.570000,7.570000,1.399183,0
1996-07-22,7.570000,7.570000,7.570000,7.570000,1.399183,0
1996-07-23,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-24,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-25,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-26,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-29,7.570000,7.570000,7.570000,7.570000,1.399183,0
1996-07-30,7.580000,7.580000,7.580000,7.580000,1.401032,0
1996-07-31,7.590000,7.590000,7.590000,7.590000,1.413697,0
1996-08-01,7.620000,7.620000,7.620000,7.620000,1.419285,0
1996-08-02,7.650000,7.650000,7.650000,7.650000,1.424872,0
1996-08-05,7.660000,7.660000,7.660000,7.660000,1.426735,0
1996-08-06,7.660000,7.660000,7.660000,7.660000,1.426735,0
1996-08-07,7.670000,7.670000,7.670000,7.670000,1.428597,0
1996-08-08,7.670000,7.670000,7.670000,7.670000,1.428597,0
1996-08-09,7.670000,7.670000,7.670000,7.670000,1.428597,0
1996-08-12,7.690000,7.690000,7.690000,7.690000,1.432323,0
1996-08-13,7.680000,7.680000,7.680000,7.680000,1.430461,0
1996-08-14,7.680000,7.680000,7.680000,7.680000,1.430461,0
